word,gloss,alternate_words
#all,,
#hs,,
#no,,
(movie/tv) credits,,
underwear (girl),undergarment worn next to the skin and under the outer garments,"underclothes, underclothing, underwear"
underwhelm,,
underwire,,
underworld,the criminal class,underworld
underwrite,"guarantee financial support of; ""The opera tour was subvented by a bank""","subvent, subvention, underwrite"
underwriter,a financial institution that sells insurance,"insurance_company, insurance_firm, insurance_underwriter, insurer, underwriter"
undeserved,"not deserved or earned; ""has an undeserved reputation as a coward""",undeserved
undesirability,the quality possessed by something that should be avoided,undesirability
undesirable,"not desirable; ""undesirable impurities in steel""; ""legislation excluding undesirable aliens""",undesirable
undestroyable,not capable of being destroyed,undestroyable
undetectable,"barely able to be perceived; ""the transition was almost indiscernible""; ""an almost insensible change""","indiscernible, insensible, undetectable"
undetected,"not perceived or discerned; ""they feared some undetected trace of poison""; ""she looked around to be sure her faux pas was undetected""",undetected
undetermined,"not brought to a conclusion; subject to further thought; ""an open question""; ""our position on this bill is still undecided""; ""our lawsuit is still undetermined""","open, undecided, undetermined, unresolved"
undeterred,"not deterred; ""pursued his own path...undeterred by lack of popular appreciation and understanding""- Osbert Sitwell","undeterred, undiscouraged"
undeveloped,"not developed; ""courses in interior design were rare and undeveloped""; ""undeveloped social awareness""",undeveloped
undeviating,"used of values and principles; not subject to change; steady; ""undeviating loyalty""",undeviating
undiagnosed,"eluding diagnosis; ""undiagnosed disease""",undiagnosed
undid,,
undifferentiated,not differentiated,"undifferentiated, uniform"
undigested,"not thought over and arranged systematically in the mind; not absorbed or assimilated mentally; ""an undigested mass of facts gathered at random""",undigested
undignified,lacking dignity,undignified
undiluted,"not mixed; ""pure oxygen""","pure, undiluted, unmixed"
undiminished,"not lessened or diminished; ""unrelieved suffering""","undiminished, unrelieved"
undimmed,"not made dim or less bright; ""undimmed headlights""; ""surprisingly the curtain started to rise while the houselights were still undimmed""","bright, undimmed"
undiplomatic,not skilled in dealing with others,undiplomatic
undirected,aimlessly drifting,"adrift, afloat, aimless, directionless, planless, rudderless, undirected"
undiscerning,lacking discernment,undiscerning
undischarged,"still capable of exploding or being fired; ""undischarged ammunition""; ""an unexploded bomb""","undischarged, unexploded"
undisciplined,"lacking in discipline or control; ""undisciplined behavior""; ""ungoverned youth""","undisciplined, ungoverned"
undiscoverable,not able to be ascertained; resisting discovery,"unascertainable, undiscoverable"
undiscovered,"not yet discovered; ""undiscovered islands""","undiscovered, unexplored"
undisguised,"plain to see; ""undisguised curiosity""",undisguised
undismayed,"unshaken in purpose; ""wholly undismayed by the commercial failure of the three movies he had made""","undaunted, undismayed, unshaken"
undisposed,,
undisputable,"not open to question; obviously true; ""undeniable guilt""; ""indisputable evidence of a witness""","incontestable, indisputable, undisputable"
undisputed,"generally agreed upon; not subject to dispute; ""the accepted interpretation of the poem""; ""an accepted theory""","accepted, undisputed"
undissolved,"retaining a solid form; ""undissolved sugar in the bottom of the cup""",undissolved
undistinguished,not worthy of notice,"insignificant, undistinguished"
undistorted,"without alteration or misrepresentation; ""his judgment was undistorted by emotion""",undistorted
undistributed,(of investments) not distributed among a variety of securities,undistributed
undisturbed,"peaceful without disturbance; ""the undisturbed tenor of their life""",undisturbed
undivided,"not shared by or among others; ""undivided responsibility""",undivided
undock,"take out of a dock; ""undock the ship""",undock
undocumented,"lacking necessary documents (as for e.g. permission to live or work in a country); ""undocumented aliens""; ""undocumented tax deductions""",undocumented
undoing,an act that makes a previous act of no effect (as if not done),undoing
undomesticated,"unaccustomed to home life; ""after years of marriage he remained essentially undomesticated""",undomesticated
undoubted,"accepted without question; ""undoubted evidence""","unchallenged, undisputed, undoubted, unquestioned"
undoubtedly,"with certainty; ""it''s undoubtedly very beautiful""","beyond_any_doubt, beyond_question, doubtless, undoubtedly, without_doubt"
undramatic,"lacking dramatic force and quality; ""moved with quiet force and undramatic bearing""",undramatic
undrape,strip something of drapery,undrape
undreamed,not imagined even in a dream,"undreamed, undreamed_of, undreamt, undreamt_of, unimagined"
undress,"get undressed; ""please don''t undress in front of everybody!""; ""She strips in front of strangers every night for a living""","discase, disrobe, peel, strip, strip_down, uncase, unclothe, undress"
undue,"not yet payable; ""an undue loan""","not_due, undue"
unduly,"to an undue degree; ""she was unduly pessimistic about her future""",unduly
undying,"never dying; ""his undying fame""","deathless, undying"
unearned,"not gained by merit or labor or service; ""accepted the unearned rewards that came his ways as well as the unearned criticism""; ""unearned income""; ""an unearned run""",unearned
unearth,"bring to light; ""The CIA unearthed a plot to kill the President""",unearth
unearthliness,,
unease,the trait of seeming ill at ease,"disquiet, unease, uneasiness"
uneaten,"not eaten or used up; ""gave the dog the uneaten remnants of the roast""",uneaten
uneconomic,wasteful of resources,"uneconomic, uneconomical"
uneducated,not having a good education,uneducated
unembarrassed,"not embarrassed; ""a tinseled charm and unabashed sentimentality""- Jerome Stone; ""an unembarrassed greeting as if nothing untoward had happened""","unabashed, unembarrassed"
unembodied,"not having a material body; ""bodiless ghosts""","bodiless, discorporate, disembodied, unbodied, unembodied"
unemployable,"not acceptable for employment as a worker; ""his illiteracy made him unemployable""",unemployable
unemployed,"not engaged in a gainful occupation; ""unemployed workers marched on the capital""",unemployed
unenclosed,of livestock and domestic poultry; permitted to graze or forage rather than being confined to a feedlot,"free-range, unenclosed"
unencumbered,"free of encumbrance; ""inherited an unencumbered estate""",unencumbered
unenforced,"not enforced; not compelled especially by legal or police action; ""too many unenforced laws can breed contempt for law""",unenforced
unenlightened,"lacking general education or knowledge; ""an ignorant man""; ""nescient of contemporary literature""; ""an unlearned group incapable of understanding complex issues""; ""exhibiting contempt for his unlettered companions""","ignorant, nescient, unenlightened, unlearned, unlettered"
unenlightening,"failing to enlighten or clarify; ""an unilluminating report""","unenlightening, unilluminating"
unenterprising,lacking in enterprise; not bold or venturesome,"nonenterprising, unenterprising"
unenthused,,
unenviable,"hard to deal with; especially causing pain or embarrassment; ""awkward (or embarrassing or difficult) moments in the discussion""; ""an awkward pause followed his remark""; ""a sticky question""; ""in the unenviable position of resorting to an act he had planned","awkward, embarrassing, sticky, unenviable"
unequaled,"radically distinctive and without equal; ""he is alone in the field of microbiology""; ""this theory is altogether alone in its penetration of the problem""; ""Bach was unique in his handling of counterpoint""; ""craftsmen whose skill is unequaled""; ""unparallele","alone, unequaled, unequalled, unique, unparalleled"
unequaler,,
unequipped,"without necessary physical or intellectual equipment; ""guerrillas unequipped for a pitched battle""; ""unequipped for jobs in a modern technological society""",unequipped
unequivocal,"clearly defined or formulated; ""the plain and unequivocal language of the laws""- R.B.Taney","definitive, unequivocal"
unerring,"not liable to error; ""the Church was...theoretically inerrant and omnicompetent""-G.G.Coulton; ""lack an inerrant literary sense""; ""an unerring marksman""","inerrable, inerrant, unerring"
unessential,not basic or fundamental,"inessential, unessential"
